,species_from_detections,species_taxonomy_SACC_2021,n,species,species_jetz,notes_taxonomy.x.x,WJSpecID,TipLabel,PatchClade,Hackett_FineClades,Hackett_CoarseClades,English,FileName,X2010.IUCN.Red.List.category,Taxo,BLFamilyLatin,BLFamilyEnglish,FamSequID,IOCOrder,PassNonPass,OscSubOsc,n.y,notes_taxonomy.x.y,missmatches,status,X
398,Synallaxis gujanensis,Synallaxis gujanensis,8,Synallaxis gujanensis,Synallaxis gujanensis,NA,6717,Synallaxis_gujanensis,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Plain-crowned Spinetail,bow06717,LC,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
399,Legatus leucophaius,Legatus leucophaius,41,Legatus leucophaius,Legatus leucophaius,NA,6217,Legatus_leucophaius,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Piratic Flycatcher,bow06217,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
400,Ochthoeca pulchella,Ochthoeca pulchella,389,Silvicultrix pulchella,Ochthoeca pulchella,NA,6062,Ochthoeca_pulchella,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Golden-browed Chat-tyrant,bow06062,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,assigned
401,Poecilotriccus albifacies,Poecilotriccus albifacies,4,Poecilotriccus albifacies,Poecilotriccus albifacies,NA,5776,Poecilotriccus_albifacies,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",White-cheeked Tody-flycatcher,bow05776,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
402,Trogon curucui,Trogon curucui,24,Trogon curucui,Trogon curucui,NA,1446,Trogon_curucui,Trogonidae,Trogons,Trogons,Blue-crowned Trogon,bow01446,LC,BL3,Trogonidae,Trogons,81,TROGONIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
403,Picumnus subtilus,Picumnus subtilis,NA,Picumnus subtilus,Picumnus subtilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,Phaethornis stuarti,Phaethornis stuarti,16,Phaethornis stuarti,Phaethornis stuarti,NA,2484,Phaethornis_stuarti,Trochilidae,Hummingbirds,Hummingbirds,White-browed Hermit,bow02484,LC,BL3,Trochilidae,Hummingbirds,79,APODIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
405,Anairetes parulus,Anairetes parulus,6,Anairetes parulus,Anairetes parulus,NA,5917,Anairetes_parulus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Tufted Tit-tyrant,bow05917,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
406,Bolborhynchus orbygnesius,Bolborhynchus orbygnesius,5,Bolborhynchus orbygnesius,Bolborhynchus orbygnesius,NA,2230,Bolborhynchus_orbygnesius,Psittacidae2,Parrots,Parrots,Andean Parakeet,bow02230,LC,BL3,Psittacidae,Parrots,68,PSITTACIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
407,Myiophobus ochraceiventris,Nephelomyias ochraceiventris,18,Myiophobus ochraceiventris,Myiophobus ochraceiventris,REV_TAX,5991,Myiophobus_ochraceiventris,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Ochraceous-breasted Flycatcher,bow05991,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
408,Conirostrum sitticolor,Conirostrum sitticolor,12,Conirostrum sitticolor,Conirostrum sitticolor,NA,12817,Conirostrum_sitticolor,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Blue-backed Conebill,bow12817,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
409,Zonotrichia capensis,Zonotrichia capensis,27,Zonotrichia capensis,Zonotrichia capensis,NA,12522,Zonotrichia_capensis,P20b,"Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies",Rufous-collared Sparrow,bow12522,LC,BL3,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
410,Ampelion rubrocristatus,Ampelion rubrocristatus,17,Ampelion rubrocristatus,Ampelion rubrocristatus,NA,6266,Ampelion_rubrocristatus,Cotingidae,Cotingas,Cotingas,Red-crested Cotinga,bow06266,LC,BL3,Cotingidae,Cotingas,104,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
411,Arremon torquatus,Arremon torquatus,61,Arremon torquatus,Arremon torquatus,NA,12651,Arremon_torquatus,P20b,"Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies",Stripe-headed Brush-finch,bow12651,LC,BL3,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
412,Megascops albogularis,Megascops albogularis,5,Megascops albogularis,Megascops albogularis,NA,2959,Megascops_albogularis,Strigidae,Owls,"Owls, Barn Owls",White-throated Screech-owl,bow02959,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
413,Geotrygon saphirina,Geotrygon saphirina,1,Geotrygon saphirina,Geotrygon saphirina,NA,3480,Geotrygon_saphirina,Columbidae,"Pigeons, Doves","Pigeons, Doves",Sapphire Quail-dove,bow03480,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
414,Ensifera ensifera,Ensifera ensifera,1,Ensifera ensifera,Ensifera ensifera,NA,2707,Ensifera_ensifera,Trochilidae,Hummingbirds,Hummingbirds,Sword-billed Hummingbird,bow02707,LC,BL3,Trochilidae,Hummingbirds,79,APODIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
415,Aulacorhynchus coeruleicinctis,Aulacorhynchus coeruleicinctis,115,Aulacorhynchus coeruleicinctis,Aulacorhynchus coeruleicinctis,NA,1181,Aulacorhynchus_coeruleicinctis,Ramphastidae,"Toucans, Barbets","Woodpeckers, Honeyguides, Toucans, Barbets",Blue-banded Toucanet,bow01181,LC,BL3,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
416,Myiotheretes fuscorufus,Myiotheretes fuscorufus,13,Myiotheretes fuscorufus,Myiotheretes fuscorufus,NA,6079,Myiotheretes_fuscorufus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Rufous-bellied Bush-tyrant,bow06079,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
417,Dubusia taeniata,Dubusia taeniata,4,Dubusia taeniata,Dubusia taeniata,NA,12967,Dubusia_taeniata,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Buff-breasted Mountain-tanager,bow12967,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
418,Chamaeza mollissima,Chamaeza mollissima,146,Chamaeza mollissima,Chamaeza mollissima,NA,6965,Chamaeza_mollissima,Antthrushes,Antthrushes,"Ovenbirds, Woodcreepers, Antthrushes",Barred Antthrush,bow06965,LC,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
419,Phyllomyias uropygialis,Phyllomyias uropygialis,3,Phyllomyias uropygialis,Phyllomyias uropygialis,NA,5833,Phyllomyias_uropygialis,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Tawny-rumped Tyrannulet,bow05833,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
420,Andigena hypoglauca,Andigena hypoglauca,70,Andigena hypoglauca,Andigena hypoglauca,NA,1197,Andigena_hypoglauca,Ramphastidae,"Toucans, Barbets","Woodpeckers, Honeyguides, Toucans, Barbets",Grey-breasted Mountain-toucan,bow01197,NT,BL3,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
421,Formicarius colma,Formicarius colma,12,Formicarius colma,Formicarius colma,NA,6953,Formicarius_colma,Antthrushes,Antthrushes,"Ovenbirds, Woodcreepers, Antthrushes",Rufous-capped Antthrush,bow06953,LC,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
422,Hemitriccus griseipectus,Hemitriccus griseipectus,24,Hemitriccus griseipectus,Hemitriccus griseipectus,NA,19502,Hemitriccus_griseipectus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",White-bellied Tody-tyrant,bow19502,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
423,Ramphotrigon ruficauda,Ramphotrigon ruficauda,20,Ramphotrigon ruficauda,Ramphotrigon ruficauda,NA,6184,Ramphotrigon_ruficauda,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Rufous-tailed Flatbill,bow06184,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
424,Tinamus guttatus,Tinamus guttatus,69,Tinamus guttatus,Tinamus guttatus,NA,69,Tinamus_guttatus,Paleognathae,Paleognaths,Paleognaths,White-throated Tinamou,bow00069,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
425,Ramphastos vitellinus,Ramphastos vitellinus,14,Ramphastos vitellinus,Ramphastos vitellinus,NA,1211,Ramphastos_vitellinus,Ramphastidae,"Toucans, Barbets","Woodpeckers, Honeyguides, Toucans, Barbets",Channel-billed Toucan,bow01211,LC,BL3,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
426,Drymophila devillei,Drymophila devillei,26,Drymophila devillei,Drymophila devillei,NA,6532,Drymophila_devillei,Thamnophilidae,Antbirds,Antbirds,Striated Antbird,bow06532,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
427,Synallaxis albigularis,Synallaxis albigularis,9,Synallaxis albigularis,Synallaxis albigularis,NA,6706,Synallaxis_albigularis,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Dark-breasted Spinetail,bow06706,LC,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
428,Vireo flavoviridis,Vireo flavoviridis,2,Vireo flavoviridis,Vireo flavoviridis,NA,7795,Vireo_flavoviridis,CC3,"Vireos, Allies","Cuckoo-Shrikes, Helmetshrikes, Shrike-Flycatchers, Vangas, Whipbirds, Shrike-Thrushes, Whistlers, Shrikes, Monarchs, Vireos, Orioles, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies",Yellow-green Vireo,bow07795,LC,BL3,Vireonidae,Vireos and allies,141,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
429,Tolmomyias poliocephalus,Tolmomyias poliocephalus,7,Tolmomyias poliocephalus,Tolmomyias poliocephalus,NA,5971,Tolmomyias_poliocephalus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Grey-crowned Flycatcher,bow05971,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
430,Saltator coerulescens,Saltator coerulescens,4,Saltator coerulescens,Saltator coerulescens,NA,13292,Saltator_coerulescens,P19,"Grosbeaks, Saltators, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Greyish Saltator,bow13292,LC,BL3,Cardinalidae,"Grosbeaks, saltators and allies",194,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
431,Euphonia laniirostris,Euphonia laniirostris,5,Euphonia laniirostris,Euphonia laniirostris,NA,12980,Euphonia_laniirostris,P10,"Finches, Allies","Finches, Allies",Thick-billed Euphonia,bow12980,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
432,Laniisoma elegans,Laniisoma elegans,1,Laniisoma elegans,Laniisoma elegans,NA,6256,Laniisoma_elegans,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Shrike-like Cotinga,bow06256,LC,BL3,Cotingidae,Cotingas,104,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
433,Myiophobus fasciatus,Myiophobus fasciatus,10,Myiophobus fasciatus,Myiophobus fasciatus,NA,5992,Myiophobus_fasciatus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Bran-coloured Flycatcher,bow05992,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
434,Sporophila bouvronides,Sporophila bouvronides,1,Sporophila bouvronides,Sporophila bouvronides,NA,13173,Sporophila_bouvronides,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Lesson's Seedeater,bow13173,LC,BL3,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
435,Thamnophilus doliatus,Thamnophilus doliatus,6,Thamnophilus doliatus,Thamnophilus doliatus,NA,6411,Thamnophilus_doliatus,Thamnophilidae,Antbirds,Antbirds,Barred Antshrike,bow06411,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
436,Tyrannus albogularis,Tyrannus albogularis,2,Tyrannus albogularis,Tyrannus albogularis,NA,6186,Tyrannus_albogularis,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",White-throated Kingbird,bow06186,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
437,Muscisaxicola fluviatilis,Syrtidicola fluviatilis,2,Muscisaxicola fluviatilis,Muscisaxicola fluviatilis,REV_TAX,6099,Muscisaxicola_fluviatilis,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Little Ground-tyrant,bow06099,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
438,Myiozetetes granadensis,Myiozetetes granadensis,10,Myiozetetes granadensis,Myiozetetes granadensis,NA,6215,Myiozetetes_granadensis,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Grey-capped Flycatcher,bow06215,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
439,Myiarchus ferox,Myiarchus ferox,8,Myiarchus ferox,Myiarchus ferox,NA,6162,Myiarchus_ferox,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Short-crested Flycatcher,bow06162,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
440,Pharomachrus antisianus,Pharomachrus antisianus,32,Pharomachrus antisianus,Pharomachrus antisianus,NA,1422,Pharomachrus_antisianus,Trogonidae,Trogons,Trogons,Crested Quetzal,bow01422,LC,BL3,Trogonidae,Trogons,81,TROGONIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
441,Xenops rutilans,Xenops rutilans,16,Xenops rutilans,Xenops rutilans,NA,6882,Xenops_rutilans,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Streaked Xenops,bow06882,LC,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
442,Ramphotrigon megacephalum,Ramphotrigon megacephalum,17,Ramphotrigon megacephalum,Ramphotrigon megacephalum,NA,6182,Ramphotrigon_megacephalum,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Large-headed Flatbill,bow06182,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
443,Metallura aeneocauda,Metallura aeneocauda,2,Metallura aeneocauda,Metallura aeneocauda,NA,2753,Metallura_aeneocauda,Trochilidae,Hummingbirds,Hummingbirds,Scaled Metaltail,bow02753,LC,BL3,Trochilidae,Hummingbirds,79,APODIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
444,Ochthoeca cinnamomeiventris,Ochthoeca cinnamomeiventris,68,Ochthoeca thoracica,Ochthoeca thoracica,REV_TAX,19522,Ochthoeca_thoracica,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Maroon-belted Chat-Tyrant,bow19522,NA,IOC27,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
445,Uropsalis segmentata,Uropsalis segmentata,12,Uropsalis segmentata,Uropsalis segmentata,NA,3297,Uropsalis_segmentata,Caprimulgidae,Nightjars,Nightjars,Swallow-tailed Nightjar,bow03297,LC,BL3,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
446,Lepidocolaptes lacrymiger,Lepidocolaptes lacrymiger,53,Lepidocolaptes lacrymiger,Lepidocolaptes lacrymiger,NA,6940,Lepidocolaptes_lacrymiger,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Montane Woodcreeper,bow06940,LC,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
447,Thlypopsis ornata,Thlypopsis ornata,5,Thlypopsis ornata,Thlypopsis ornata,NA,12861,Thlypopsis_ornata,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Rufous-chested Tanager,bow12861,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
448,Thripadectes scrutator,Thripadectes scrutator,9,Thripadectes scrutator,Thripadectes scrutator,NA,6860,Thripadectes_scrutator,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Buff-throated Treehunter,bow06860,LC,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
449,Pheucticus aureoventris,Pheucticus aureoventris,3,Pheucticus aureoventris,Pheucticus aureoventris,NA,13274,Pheucticus_aureoventris,P12,"Cardinals, Allies","Cardinals, Allies",Black-backed Grosbeak,bow13274,LC,BL3,Cardinalidae,"Grosbeaks, saltators and allies",194,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
450,Crypturellus obsoletus,Crypturellus obsoletus,263,Crypturellus obsoletus,Crypturellus obsoletus,NA,77,Crypturellus_obsoletus,Paleognathae,Paleognaths,Paleognaths,Brown Tinamou,bow00077,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
451,Cinclodes albiventris,Cinclodes albiventris,1,Cinclodes albiventris,Cinclodes albiventris,NA,19961,Cinclodes_albiventris,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Cream-winged Cinclodes,bow19961,LC,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
452,Nothocercus nigrocapillus,Nothocercus nigrocapillus,65,Nothocercus nigrocapillus,Nothocercus nigrocapillus,NA,72,Nothocercus_nigrocapillus,Paleognathae,Paleognaths,Paleognaths,Hooded Tinamou,bow00072,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
453,Myiotheretes fumigatus,Myiotheretes fumigatus,2,Myiotheretes fumigatus,Myiotheretes fumigatus,NA,6078,Myiotheretes_fumigatus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Smoky Bush-tyrant,bow06078,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
454,Thraupis bonariensis,Rauenia bonariensis,8,Thraupis bonariensis,Thraupis bonariensis,REV_TAX,12943,Thraupis_bonariensis,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Blue-and-yellow Tanager,bow12943,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
455,Lafresnaya lafresnayi,Lafresnaya lafresnayi,2,Lafresnaya lafresnayi,Lafresnaya lafresnayi,NA,2695,Lafresnaya_lafresnayi,Trochilidae,Hummingbirds,Hummingbirds,Mountain Velvetbreast,bow02695,LC,BL3,Trochilidae,Hummingbirds,79,APODIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
456,Amazilia lactea,Chionomesa lactea,1,Amazilia lactea,Amazilia lactea,REV_TAX,2622,Amazilia_lactea,Trochilidae,Hummingbirds,Hummingbirds,Sapphire-spangled Emerald,bow02622,LC,BL3,Trochilidae,Hummingbirds,79,APODIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
457,Tachyphonus rufiventer,Loriotus rufiventer,30,Tachyphonus rufiventer,Tachyphonus rufiventer,REV_TAX,12894,Tachyphonus_rufiventer,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Yellow-crested Tanager,bow12894,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
458,Micrastur gilvicollis,Micrastur gilvicollis,8,Micrastur gilvicollis,Micrastur gilvicollis,NA,4912,Micrastur_gilvicollis,Falconidae,"Falcons, Caracaras","Falcons, Caracaras",Lined Forest-falcon,bow04912,LC,BL3,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
459,Sclateria naevia,Sclateria naevia,5,Sclateria naevia,Sclateria naevia,NA,6569,Sclateria_naevia,Thamnophilidae,Antbirds,Antbirds,Silvered Antbird,bow06569,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
460,Capito auratus,Capito auratus,69,Capito auratus,Capito auratus,NA,19833,Capito_auratus,Ramphastidae,"Toucans, Barbets","Woodpeckers, Honeyguides, Toucans, Barbets",Gilded Barbet,bow19833,LC,BL3,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
461,Neomorphus geoffroyi,Neomorphus geoffroyi,1,Neomorphus geoffroyi,Neomorphus geoffroyi,NA,1891,Neomorphus_geoffroyi,Cuculidae,Cuckoos,Cuckoos,Rufous-vented Ground-cuckoo,bow01891,LC,BL3,Cuculidae,Cuckoos,67,CUCULIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
462,Pyrocephalus rubinus,Pyrocephalus rubinus,1,Pyrocephalus rubinus,Pyrocephalus rubinus,NA,6058,Pyrocephalus_rubinus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Vermilion Flycatcher,bow06058,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
463,Elaenia spectabilis,Elaenia spectabilis,12,Elaenia spectabilis,Elaenia spectabilis,NA,5872,Elaenia_spectabilis,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Large Elaenia,bow05872,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
464,Leucippus chlorocercus,Talaphorus chlorocercus,3,Leucippus chlorocercus,Leucippus chlorocercus,REV_TAX,2611,Leucippus_chlorocercus,Trochilidae,Hummingbirds,Hummingbirds,Olive-spotted Hummingbird,bow02611,LC,BL3,Trochilidae,Hummingbirds,79,APODIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
465,Sporophila caerulescens,Sporophila caerulescens,10,Sporophila caerulescens,Sporophila caerulescens,NA,13180,Sporophila_caerulescens,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Double-collared Seedeater,bow13180,LC,BL3,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
466,Sublegatus modestus,Sublegatus modestus,1,Sublegatus modestus,Sublegatus modestus,NA,5859,Sublegatus_modestus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Southern Scrub-flycatcher,bow05859,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
